Title,Difficulty,Level,Chart Constant,Score,Note Count,PM Rating,Play Rating,Play Potential
Waltz for Lorelei,PST,2,2.5,0,664,-,-,0
with U,PST,2,2.5,0,448,-,-,0
World Vanquisher,PST,2,2.5,0,529,-,-,0
Xxium and Purple haze,PST,2,2.5,0,768,-,-,0
Antithese,PST,2,2,0,845,-,-,0
April showers,PST,2,2,0,363,-,-,0
Blue Rose,PST,2,2,0,595,-,-,0
Brand new world,PST,2,2,0,322,-,-,0
Clotho and the stargazer,PST,2,2,0,519,-,-,0
CYCLES,PST,2,2,0,389,-,-,0
Eccentric Tale,PST,2,2,0,313,-,-,0
enchanted love,PST,2,2,0,436,-,-,0
Evoltex (poppi'n mix),PST,2,2,0,297,-,-,0
Flashback,PST,2,2,0,356,-,-,0
flexidefine,PST,2,2,0,644,-,-,0
Genesis (Iris),PST,2,2,0,275,-,-,0
Illegal Paradise,PST,2,2,0,535,-,-,0
Impure Bird,PST,2,2,0,350,-,-,0
inkar-usi,PST,2,2,0,276,-,-,0
Lapis,PST,2,2,0,391,-,-,0
Leave All Behind,PST,2,2,0,380,-,-,0
Linear Accelerator,PST,2,2,0,438,-,-,0
Paper Witch,PST,2,2,0,348,-,-,0
PICO-Pico-Translation!,PST,2,2,0,543,-,-,0
Prism,PST,2,2,0,476,-,-,0
Rabbit In The Black Room,PST,2,2,0,373,-,-,0
Suomi,PST,2,2,0,368,-,-,0
syūten,PST,2,2,0,395,-,-,0
Vivid Theory,PST,2,2,0,447,-,-,0
Dematerialized,PST,1,1.5,0,469,-,-,0
Dream goes on,PST,1,1.5,0,532,-,-,0
dropdead,PST,1,1.5,0,44,-,-,0
Heartache,PST,1,1.5,0,425,-,-,0
Infinity Heaven,PST,1,1.5,0,336,-,-,0
Moonlight of Sand Castle,PST,1,1.5,0,418,-,-,0
Sayonara Hatsukoi,PST,1,1.5,0,205,-,-,0
Blossoms,PST,1,1,0,275,-,-,0
Fairytale,PST,1,1,0,336,-,-,0
Harutopia ~Utopia of Spring~,PST,1,1,0,444,-,-,0
Heart,PST,1,1,0,428,-,-,0
Kanagawa Cyber Culvert,PST,1,1,0,375,-,-,0
Paradise,PST,1,1,0,253,-,-,0
Romance Wars,PST,1,1,0,423,-,-,0
